Currancy,Date,Rate
TZS,"December 31, 1992",0.828136
TZS,"December 31, 1993",0.775451
TZS,"December 31, 1994",0.732021
TZS,"December 31, 1995",0.728802
TZS,"December 31, 1996",0.733274
TZS,"December 31, 1997",0.722222
TZS,"December 31, 1998",0.674779
TZS,"December 31, 1999",0.673156
TZS,"December 31, 2000",0.673519
TZS,"December 31, 2001",0.646223
TZS,"December 31, 2002",0.636723
TZS,"December 31, 2003",0.718459
TZS,"December 31, 2004",0.770234
TZS,"December 31, 2005",0.826569
TZS,"December 31, 2006",0.881772
TZS,"December 31, 2007",0.935147
TZS,"December 31, 2008",0.944173
TZS,"December 31, 2009",0.880059
TZS,"December 31, 2010",0.970701
TZS,"December 31, 2011",1.011464
TZS,"December 31, 2012",1.00023
TZS,"December 31, 2013",0.971164
TZS,"December 31, 2014",0.905912
TZS,"December 31, 2015",0.782992
TZS,"December 31, 2016",0.755107
TZS,"December 31, 2017",0.771282
TZS,"December 31, 2018",0.771588
TZS,"December 31, 2019",0.753598
TZS,"December 31, 2020",0.74652
TZS,"December 31, 2021",0.797833
TZS,"June 6, 2022",0.787812
USD,"December 31, 1990",0.857188
USD,"December 31, 1991",0.872637
USD,"December 31, 1992",0.828136
USD,"December 31, 1993",0.775451
USD,"December 31, 1994",0.732021
USD,"December 31, 1995",0.728802
USD,"December 31, 1996",0.733274
USD,"December 31, 1997",0.722222
USD,"December 31, 1998",0.674779
USD,"December 31, 1999",0.673156
USD,"December 31, 2000",0.673519
USD,"December 31, 2001",0.646223
USD,"December 31, 2002",0.636723
USD,"December 31, 2003",0.718459
USD,"December 31, 2004",0.770234
USD,"December 31, 2005",0.826569
USD,"December 31, 2006",0.881772
USD,"December 31, 2007",0.935147
USD,"December 31, 2008",0.944173
USD,"December 31, 2009",0.880059
USD,"December 31, 2010",0.970701
USD,"December 31, 2011",1.011464
USD,"December 31, 2012",1.00023
USD,"December 31, 2013",0.971164
USD,"December 31, 2014",0.905912
USD,"December 31, 2015",0.782992
USD,"December 31, 2016",0.755107
USD,"December 31, 2017",0.771282
USD,"December 31, 2018",0.771588
USD,"December 31, 2019",0.753598
USD,"December 31, 2020",0.74652
USD,"December 31, 2021",0.797833
USD,"June 6, 2022",0.787812
VND,"December 31, 1990",0.857188
VND,"December 31, 1991",0.872637
VND,"December 31, 1992",0.828136
VND,"December 31, 1993",0.775451
VND,"December 31, 1994",0.732021
VND,"December 31, 1995",0.728802
VND,"December 31, 1996",0.733274
VND,"December 31, 1997",0.722222
VND,"December 31, 1998",0.674779
VND,"December 31, 1999",0.673156
VND,"December 31, 2000",0.673519
VND,"December 31, 2001",0.646223
VND,"December 31, 2002",0.636723
VND,"December 31, 2003",0.718459
VND,"December 31, 2004",0.770234
VND,"December 31, 2005",0.826569
VND,"December 31, 2006",0.881772
VND,"December 31, 2007",0.935147
VND,"December 31, 2008",0.944173
VND,"December 31, 2009",0.880059
VND,"December 31, 2010",0.970701
VND,"December 31, 2011",1.011464
VND,"December 31, 2012",1.00023
VND,"December 31, 2013",0.971164
VND,"December 31, 2014",0.905912
VND,"December 31, 2015",0.782992
VND,"December 31, 2016",0.755107
VND,"December 31, 2017",0.771282
VND,"December 31, 2018",0.771588
VND,"December 31, 2019",0.753598
VND,"December 31, 2020",0.74652
VND,"December 31, 2021",0.797833
VND,"June 6, 2022",0.787812
VUV,"December 31, 1990",0.857188
VUV,"December 31, 1991",0.872637
VUV,"December 31, 1992",0.828136
VUV,"December 31, 1993",0.775451
VUV,"December 31, 1994",0.732021
VUV,"December 31, 1995",0.728802
VUV,"December 31, 1996",0.733274
VUV,"December 31, 1997",0.722222
VUV,"December 31, 1998",0.674779
VUV,"December 31, 1999",0.673156
VUV,"December 31, 2000",0.673519
VUV,"December 31, 2001",0.646223
VUV,"December 31, 2002",0.636723
VUV,"December 31, 2003",0.718459
VUV,"December 31, 2004",0.770234
VUV,"December 31, 2005",0.826569
VUV,"December 31, 2006",0.881772
VUV,"December 31, 2007",0.935147
VUV,"December 31, 2008",0.944173
VUV,"December 31, 2009",0.880059
VUV,"December 31, 2010",0.970701
VUV,"December 31, 2011",1.011464
VUV,"December 31, 2012",1.00023
VUV,"December 31, 2013",0.971164
VUV,"December 31, 2014",0.905912
VUV,"December 31, 2015",0.782992
VUV,"December 31, 2016",0.755107
VUV,"December 31, 2017",0.771282
VUV,"December 31, 2018",0.771588
VUV,"December 31, 2019",0.753598
VUV,"December 31, 2020",0.74652
VUV,"December 31, 2021",0.797833
VUV,"June 6, 2022",0.787812
WST,"December 31, 1990",0.857188
WST,"December 31, 1991",0.872637
WST,"December 31, 1992",0.828136
WST,"December 31, 1993",0.775451
WST,"December 31, 1994",0.732021
WST,"December 31, 1995",0.728802
WST,"December 31, 1996",0.733274
WST,"December 31, 1997",0.722222
WST,"December 31, 1998",0.674779
WST,"December 31, 1999",0.673156
WST,"December 31, 2000",0.673519
WST,"December 31, 2001",0.646223
WST,"December 31, 2002",0.636723
WST,"December 31, 2003",0.718459
WST,"December 31, 2004",0.770234
WST,"December 31, 2005",0.826569
WST,"December 31, 2006",0.881772
WST,"December 31, 2007",0.935147
WST,"December 31, 2008",0.944173
WST,"December 31, 2009",0.880059
WST,"December 31, 2010",0.970701
WST,"December 31, 2011",1.011464
WST,"December 31, 2012",1.00023
WST,"December 31, 2013",0.971164
WST,"December 31, 2014",0.905912
WST,"December 31, 2015",0.782992
WST,"December 31, 2016",0.755107
WST,"December 31, 2017",0.771282
WST,"December 31, 2018",0.771588
WST,"December 31, 2019",0.753598
WST,"December 31, 2020",0.74652
WST,"December 31, 2021",0.797833
WST,"June 6, 2022",0.787812
XOF,"December 31, 1990",0.857188
XOF,"December 31, 1991",0.872637
XOF,"December 31, 1992",0.828136
XOF,"December 31, 1993",0.775451
XOF,"December 31, 1994",0.732021
XOF,"December 31, 1995",0.728802
XOF,"December 31, 1996",0.733274
XOF,"December 31, 1997",0.722222
XOF,"December 31, 1998",0.674779
XOF,"December 31, 1999",0.673156
XOF,"December 31, 2000",0.673519
XOF,"December 31, 2001",0.646223
XOF,"December 31, 2002",0.636723
XOF,"December 31, 2003",0.718459
XOF,"December 31, 2004",0.770234
XOF,"December 31, 2005",0.826569
XOF,"December 31, 2006",0.881772
XOF,"December 31, 2007",0.935147
XOF,"December 31, 2008",0.944173
XOF,"December 31, 2009",0.880059
XOF,"December 31, 2010",0.970701
XOF,"December 31, 2011",1.011464
XOF,"December 31, 2012",1.00023
XOF,"December 31, 2013",0.971164
XOF,"December 31, 2014",0.905912
XOF,"December 31, 2015",0.782992
XOF,"December 31, 2016",0.755107
XOF,"December 31, 2017",0.771282
XOF,"December 31, 2018",0.771588
XOF,"December 31, 2019",0.753598
XOF,"December 31, 2020",0.74652
XOF,"December 31, 2021",0.797833
XOF,"June 6, 2022",0.787812
XPF,"December 31, 1990",0.857188
XPF,"December 31, 1991",0.872637
XPF,"December 31, 1992",0.828136
XPF,"December 31, 1993",0.775451
XPF,"December 31, 1994",0.732021
XPF,"December 31, 1995",0.728802
XPF,"December 31, 1996",0.733274
XPF,"December 31, 1997",0.722222
XPF,"December 31, 1998",0.674779
XPF,"December 31, 1999",0.673156
XPF,"December 31, 2000",0.673519
XPF,"December 31, 2001",0.646223
XPF,"December 31, 2002",0.636723
XPF,"December 31, 2003",0.718459
XPF,"December 31, 2004",0.770234
XPF,"December 31, 2005",0.826569
XPF,"December 31, 2006",0.881772
XPF,"December 31, 2007",0.935147
XPF,"December 31, 2008",0.944173
XPF,"December 31, 2009",0.880059
XPF,"December 31, 2010",0.970701
XPF,"December 31, 2011",1.011464
XPF,"December 31, 2012",1.00023
XPF,"December 31, 2013",0.971164
XPF,"December 31, 2014",0.905912
XPF,"December 31, 2015",0.782992
XPF,"December 31, 2016",0.755107
XPF,"December 31, 2017",0.771282
XPF,"December 31, 2018",0.771588
XPF,"December 31, 2019",0.753598
XPF,"December 31, 2020",0.74652
XPF,"December 31, 2021",0.797833
XPF,"June 6, 2022",0.787812
ZAR,"December 31, 1990",0.857188
ZAR,"December 31, 1991",0.872637
ZAR,"December 31, 1992",0.828136
ZAR,"December 31, 1993",0.775451
ZAR,"December 31, 1994",0.732021
ZAR,"December 31, 1995",0.728802
ZAR,"December 31, 1996",0.733274
ZAR,"December 31, 1997",0.722222
ZAR,"December 31, 1998",0.674779
ZAR,"December 31, 1999",0.673156
ZAR,"December 31, 2000",0.673519
ZAR,"December 31, 2001",0.646223
ZAR,"December 31, 2002",0.636723
ZAR,"December 31, 2003",0.718459
ZAR,"December 31, 2004",0.770234
ZAR,"December 31, 2005",0.826569
ZAR,"December 31, 2006",0.881772
ZAR,"December 31, 2007",0.935147
ZAR,"December 31, 2008",0.944173
ZAR,"December 31, 2009",0.880059
ZAR,"December 31, 2010",0.970701
ZAR,"December 31, 2011",1.011464
ZAR,"December 31, 2012",1.00023
ZAR,"December 31, 2013",0.971164
ZAR,"December 31, 2014",0.905912
ZAR,"December 31, 2015",0.782992
ZAR,"December 31, 2016",0.755107
ZAR,"December 31, 2017",0.771282
ZAR,"December 31, 2018",0.771588
ZAR,"December 31, 2019",0.753598
ZAR,"December 31, 2020",0.74652
ZAR,"December 31, 2021",0.797833
ZAR,"June 6, 2022",0.787812
USD,"December 31, 1990",0.857188
USD,"December 31, 1991",0.872637
USD,"December 31, 1992",0.828136
USD,"December 31, 1993",0.775451
USD,"December 31, 1994",0.732021
USD,"December 31, 1995",0.728802
USD,"December 31, 1996",0.733274
USD,"December 31, 1997",0.722222
USD,"December 31, 1998",0.674779
USD,"December 31, 1999",0.673156
USD,"December 31, 2000",0.673519
USD,"December 31, 2001",0.646223
USD,"December 31, 2002",0.636723
USD,"December 31, 2003",0.718459
USD,"December 31, 2004",0.770234
USD,"December 31, 2005",0.826569
USD,"December 31, 2006",0.881772
USD,"December 31, 2007",0.935147
USD,"December 31, 2008",0.944173
USD,"December 31, 2009",0.880059
USD,"December 31, 2010",0.970701
USD,"December 31, 2011",1.011464
USD,"December 31, 2012",1.00023
USD,"December 31, 2013",0.971164
USD,"December 31, 2014",0.905912
USD,"December 31, 2015",0.782992
USD,"December 31, 2016",0.755107
USD,"December 31, 2017",0.771282
USD,"December 31, 2018",0.771588
USD,"December 31, 2019",0.753598
USD,"December 31, 2020",0.74652
USD,"December 31, 2021",0.797833
USD,"June 6, 2022",0.787812
